2022-03-25 12:43:16, INFO: Current git head hash code: %s
2022-03-25 12:43:16, INFO: Using device: cpu
2022-03-25 12:43:16, INFO: Policy: SARL w/ global state
2022-03-25 12:43:16, INFO: human number: 5
2022-03-25 12:43:16, INFO: Randomize human's radius and preferred speed
2022-03-25 12:43:16, INFO: Training simulation: circle_crossing, test simulation: circle_crossing
2022-03-25 12:43:16, INFO: Square width: 10.0, circle width: 4.0
2022-03-25 12:43:16, INFO: Current learning rate: 0.010000
2022-03-25 12:44:02, INFO: TRAIN has success rate: 0.47, collision rate: 0.53, nav time: 10.26, total reward: 0.0201
2022-03-25 12:46:22, INFO: Finish imitation learning. Weights saved.
2022-03-25 12:46:22, INFO: Experience set size: 99990/100000
2022-03-25 12:46:22, INFO: Agent is visible and has holonomic kinematic constraint
2022-03-25 12:46:22, INFO: Current learning rate: 0.001000
2022-03-25 12:49:40, INFO: VAL   in episode 0 has success rate: 0.90, collision rate: 0.10, nav time: 8.49, total reward: 0.3147
2022-03-25 12:49:40, INFO: Frequency of being in danger: 0.20 and average min separate distance in danger: 0.10
2022-03-25 12:49:42, INFO: TRAIN in episode 0 has success rate: 1.00, collision rate: 0.00, nav time: 16.75, total reward: 0.1404
2022-03-25 12:49:45, INFO: TRAIN in episode 1 has success rate: 1.00, collision rate: 0.00, nav time: 19.75, total reward: 0.0943
2022-03-25 12:49:47, INFO: TRAIN in episode 2 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1404
2022-03-25 12:49:50, INFO: TRAIN in episode 3 has success rate: 1.00, collision rate: 0.00, nav time: 19.25, total reward: 0.1070
2022-03-25 12:49:53, INFO: TRAIN in episode 4 has success rate: 1.00, collision rate: 0.00, nav time: 19.50, total reward: 0.1316
2022-03-25 12:49:54, INFO: TRAIN in episode 5 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1478
2022-03-25 12:49:56, INFO: TRAIN in episode 6 has success rate: 1.00, collision rate: 0.00, nav time: 17.00, total reward: 0.1712
2022-03-25 12:49:59, INFO: TRAIN in episode 7 has success rate: 1.00, collision rate: 0.00, nav time: 23.50, total reward: 0.0863
2022-03-25 12:50:02, INFO: TRAIN in episode 8 has success rate: 1.00, collision rate: 0.00, nav time: 18.50, total reward: 0.1462
2022-03-25 12:50:05, INFO: TRAIN in episode 9 has success rate: 1.00, collision rate: 0.00, nav time: 21.00, total reward: 0.1123
2022-03-25 12:50:09, INFO: TRAIN in episode 10 has success rate: 1.00, collision rate: 0.00, nav time: 22.75, total reward: 0.0934
2022-03-25 12:50:11, INFO: TRAIN in episode 11 has success rate: 1.00, collision rate: 0.00, nav time: 14.75, total reward: 0.2170
2022-03-25 12:50:14, INFO: TRAIN in episode 12 has success rate: 1.00, collision rate: 0.00, nav time: 20.25, total reward: 0.1216
2022-03-25 12:50:17, INFO: TRAIN in episode 13 has success rate: 1.00, collision rate: 0.00, nav time: 17.75, total reward: 0.1303
2022-03-25 12:50:18, INFO: TRAIN in episode 14 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1199
2022-03-25 12:50:20, INFO: TRAIN in episode 15 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1107
2022-03-25 12:50:21, INFO: TRAIN in episode 16 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.1515
2022-03-25 12:50:24, INFO: TRAIN in episode 17 has success rate: 1.00, collision rate: 0.00, nav time: 17.25, total reward: 0.1668
2022-03-25 12:50:26, INFO: TRAIN in episode 18 has success rate: 0.00, collision rate: 1.00, nav time: 25.00, total reward: -0.0975
2022-03-25 12:50:29, INFO: TRAIN in episode 19 has success rate: 1.00, collision rate: 0.00, nav time: 19.75, total reward: 0.1282
2022-03-25 12:50:32, INFO: TRAIN in episode 20 has success rate: 1.00, collision rate: 0.00, nav time: 20.50, total reward: 0.0994
2022-03-25 12:50:35, INFO: TRAIN in episode 21 has success rate: 1.00, collision rate: 0.00, nav time: 21.75, total reward: 0.1038
2022-03-25 12:50:37, INFO: TRAIN in episode 22 has success rate: 1.00, collision rate: 0.00, nav time: 15.25, total reward: 0.1982
